Strain,Metal_atomic_mass,Chalcogen_atomic_mass,Direction,Crack length,Temperature,Stress
0,95.95,32.06,Armchair,0,100,0
0.001,95.95,32.06,Armchair,0,100,0.098406638
0.002,95.95,32.06,Armchair,0,100,0.191496094
0.003,95.95,32.06,Armchair,0,100,0.285939321
0.004,95.95,32.06,Armchair,0,100,0.394138159
0.005,95.95,32.06,Armchair,0,100,0.495279103
0.006,95.95,32.06,Armchair,0,100,0.585502618
0.007,95.95,32.06,Armchair,0,100,0.683924056
0.008,95.95,32.06,Armchair,0,100,0.790122964
0.009,95.95,32.06,Armchair,0,100,0.889191406
0.01,95.95,32.06,Armchair,0,100,0.984646809
0.011,95.95,32.06,Armchair,0,100,1.081102595
0.012,95.95,32.06,Armchair,0,100,1.177790694
0.013,95.95,32.06,Armchair,0,100,1.275964584
0.014,95.95,32.06,Armchair,0,100,1.375936868
0.015,95.95,32.06,Armchair,0,100,1.471313019
0.016,95.95,32.06,Armchair,0,100,1.562767771
0.017,95.95,32.06,Armchair,0,100,1.659531899
0.018,95.95,32.06,Armchair,0,100,1.754906825
0.019,95.95,32.06,Armchair,0,100,1.841211476
0.02,95.95,32.06,Armchair,0,100,1.931825715
0.021,95.95,32.06,Armchair,0,100,2.03243825
0.022,95.95,32.06,Armchair,0,100,2.121259692
0.023,95.95,32.06,Armchair,0,100,2.197895663
0.024,95.95,32.06,Armchair,0,100,2.291665828
0.025,95.95,32.06,Armchair,0,100,2.388474235
0.026,95.95,32.06,Armchair,0,100,2.472170288
0.027,95.95,32.06,Armchair,0,100,2.555027647
0.028,95.95,32.06,Armchair,0,100,2.643942335
0.029,95.95,32.06,Armchair,0,100,2.734872472
0.03,95.95,32.06,Armchair,0,100,2.822624943
0.031,95.95,32.06,Armchair,0,100,2.907873134
0.032,95.95,32.06,Armchair,0,100,2.990186887
0.033,95.95,32.06,Armchair,0,100,3.068600691
0.034,95.95,32.06,Armchair,0,100,3.151828345
0.035,95.95,32.06,Armchair,0,100,3.23257478
0.036,95.95,32.06,Armchair,0,100,3.31742821
0.037,95.95,32.06,Armchair,0,100,3.401056724
0.038,95.95,32.06,Armchair,0,100,3.479876015
0.039,95.95,32.06,Armchair,0,100,3.56257366
0.04,95.95,32.06,Armchair,0,100,3.645572554
0.041,95.95,32.06,Armchair,0,100,3.716624178
0.042,95.95,32.06,Armchair,0,100,3.795673753
0.043,95.95,32.06,Armchair,0,100,3.874192437
0.044,95.95,32.06,Armchair,0,100,3.95227873
0.045,95.95,32.06,Armchair,0,100,4.026908951
0.046,95.95,32.06,Armchair,0,100,4.108286048
0.047,95.95,32.06,Armchair,0,100,4.182300458
0.048,95.95,32.06,Armchair,0,100,4.250980583
0.049,95.95,32.06,Armchair,0,100,4.325720587
0.05,95.95,32.06,Armchair,0,100,4.401850933
0.051,95.95,32.06,Armchair,0,100,4.477075292
0.052,95.95,32.06,Armchair,0,100,4.546864625
0.053,95.95,32.06,Armchair,0,100,4.618511911
0.054,95.95,32.06,Armchair,0,100,4.687679547
0.055,95.95,32.06,Armchair,0,100,4.760476137
0.056,95.95,32.06,Armchair,0,100,4.830421116
0.057,95.95,32.06,Armchair,0,100,4.901702764
0.058,95.95,32.06,Armchair,0,100,4.970134351
0.059,95.95,32.06,Armchair,0,100,5.038935798
0.06,95.95,32.06,Armchair,0,100,5.105780904
0.061,95.95,32.06,Armchair,0,100,5.166432313
0.062,95.95,32.06,Armchair,0,100,5.23249196
0.063,95.95,32.06,Armchair,0,100,5.302310087
0.064,95.95,32.06,Armchair,0,100,5.3737775
0.065,95.95,32.06,Armchair,0,100,5.432463359
0.066,95.95,32.06,Armchair,0,100,5.488785948
0.067,95.95,32.06,Armchair,0,100,5.557285333
0.068,95.95,32.06,Armchair,0,100,5.621072006
0.069,95.95,32.06,Armchair,0,100,5.687494429
0.07,95.95,32.06,Armchair,0,100,5.756340764
0.071,95.95,32.06,Armchair,0,100,5.805302588
0.072,95.95,32.06,Armchair,0,100,5.862018969
0.073,95.95,32.06,Armchair,0,100,5.927176612
0.074,95.95,32.06,Armchair,0,100,5.983241149
0.075,95.95,32.06,Armchair,0,100,6.047630345
0.076,95.95,32.06,Armchair,0,100,6.109379369
0.077,95.95,32.06,Armchair,0,100,6.162088571
0.078,95.95,32.06,Armchair,0,100,6.217695721
0.079,95.95,32.06,Armchair,0,100,6.268708481
0.08,95.95,32.06,Armchair,0,100,6.326993317
0.081,95.95,32.06,Armchair,0,100,6.389358664
0.082,95.95,32.06,Armchair,0,100,6.448372412
0.083,95.95,32.06,Armchair,0,100,6.497618948
0.084,95.95,32.06,Armchair,0,100,6.542065258
0.085,95.95,32.06,Armchair,0,100,6.596549995
0.086,95.95,32.06,Armchair,0,100,6.653080222
0.087,95.95,32.06,Armchair,0,100,6.710473653
0.088,95.95,32.06,Armchair,0,100,6.762831954
0.089,95.95,32.06,Armchair,0,100,6.80773243
0.09,95.95,32.06,Armchair,0,100,6.858150888
0.091,95.95,32.06,Armchair,0,100,6.903821626
0.092,95.95,32.06,Armchair,0,100,6.962441747
0.093,95.95,32.06,Armchair,0,100,7.008669817
0.094,95.95,32.06,Armchair,0,100,7.054377772
0.095,95.95,32.06,Armchair,0,100,7.097434087
0.096,95.95,32.06,Armchair,0,100,7.144645778
0.097,95.95,32.06,Armchair,0,100,7.197962715
0.098,95.95,32.06,Armchair,0,100,7.246462384
0.099,95.95,32.06,Armchair,0,100,7.290293312
0.1,95.95,32.06,Armchair,0,100,7.330188348
0.101,95.95,32.06,Armchair,0,100,7.377221669
0.102,95.95,32.06,Armchair,0,100,7.419995057
0.103,95.95,32.06,Armchair,0,100,7.466095385
0.104,95.95,32.06,Armchair,0,100,7.5074958
0.105,95.95,32.06,Armchair,0,100,7.552181337
0.106,95.95,32.06,Armchair,0,100,7.586613341
0.107,95.95,32.06,Armchair,0,100,7.631334628
0.108,95.95,32.06,Armchair,0,100,7.675841934
0.109,95.95,32.06,Armchair,0,100,7.717312572
0.11,95.95,32.06,Armchair,0,100,7.755645074
0.111,95.95,32.06,Armchair,0,100,7.790821831
0.112,95.95,32.06,Armchair,0,100,7.826194382
0.113,95.95,32.06,Armchair,0,100,7.86654703
0.114,95.95,32.06,Armchair,0,100,7.908042964
0.115,95.95,32.06,Armchair,0,100,7.950530139
0.116,95.95,32.06,Armchair,0,100,7.984693264
0.117,95.95,32.06,Armchair,0,100,8.015945943
0.118,95.95,32.06,Armchair,0,100,8.046588365
0.119,95.95,32.06,Armchair,0,100,8.086454432
0.12,95.95,32.06,Armchair,0,100,8.123780919
0.121,95.95,32.06,Armchair,0,100,8.162079228
0.122,95.95,32.06,Armchair,0,100,8.196827134
0.123,95.95,32.06,Armchair,0,100,8.224514007
0.124,95.95,32.06,Armchair,0,100,8.253397879
0.125,95.95,32.06,Armchair,0,100,8.291013572
0.126,95.95,32.06,Armchair,0,100,8.325147311
0.127,95.95,32.06,Armchair,0,100,8.357687555
0.128,95.95,32.06,Armchair,0,100,8.385608612
0.129,95.95,32.06,Armchair,0,100,8.41557097
0.13,95.95,32.06,Armchair,0,100,8.448185455
0.131,95.95,32.06,Armchair,0,100,8.480523395
0.132,95.95,32.06,Armchair,0,100,8.502631168
0.133,95.95,32.06,Armchair,0,100,8.529652809
0.134,95.95,32.06,Armchair,0,100,8.566878289
0.135,95.95,32.06,Armchair,0,100,8.593521214
0.136,95.95,32.06,Armchair,0,100,8.618767212
0.137,95.95,32.06,Armchair,0,100,8.644773556
0.138,95.95,32.06,Armchair,0,100,8.668998857
0.139,95.95,32.06,Armchair,0,100,8.695862154
0.14,95.95,32.06,Armchair,0,100,8.723150934
0.141,95.95,32.06,Armchair,0,100,8.754204131
0.142,95.95,32.06,Armchair,0,100,8.775413364
0.143,95.95,32.06,Armchair,0,100,8.788269187
0.144,95.95,32.06,Armchair,0,100,8.820447764
0.145,95.95,32.06,Armchair,0,100,8.852559427
0.146,95.95,32.06,Armchair,0,100,8.86896482
0.147,95.95,32.06,Armchair,0,100,8.883621131
0.148,95.95,32.06,Armchair,0,100,8.909777698
0.149,95.95,32.06,Armchair,0,100,8.938348138
0.15,95.95,32.06,Armchair,0,100,8.9587501
0.151,95.95,32.06,Armchair,0,100,8.977001891
0.152,95.95,32.06,Armchair,0,100,8.994419274
0.153,95.95,32.06,Armchair,0,100,9.017525891
0.154,95.95,32.06,Armchair,0,100,9.035289666
0.155,95.95,32.06,Armchair,0,100,9.05103769
0.156,95.95,32.06,Armchair,0,100,9.073835792
0.157,95.95,32.06,Armchair,0,100,9.096887195
0.158,95.95,32.06,Armchair,0,100,9.114753087
0.159,95.95,32.06,Armchair,0,100,9.129016815
0.16,95.95,32.06,Armchair,0,100,9.143250538
0.161,95.95,32.06,Armchair,0,100,9.16334637
0.162,95.95,32.06,Armchair,0,100,9.181730851
0.163,95.95,32.06,Armchair,0,100,9.19664208
0.164,95.95,32.06,Armchair,0,100,9.211461441
0.165,95.95,32.06,Armchair,0,100,9.228221037
0.166,95.95,32.06,Armchair,0,100,9.243501031
0.167,95.95,32.06,Armchair,0,100,9.254675142
0.168,95.95,32.06,Armchair,0,100,9.271724812
0.169,95.95,32.06,Armchair,0,100,9.287973834
0.17,95.95,32.06,Armchair,0,100,9.298983266
0.171,95.95,32.06,Armchair,0,100,9.30890588
0.172,95.95,32.06,Armchair,0,100,9.323910237
0.173,95.95,32.06,Armchair,0,100,9.337191394
0.174,95.95,32.06,Armchair,0,100,9.345621362
0.175,95.95,32.06,Armchair,0,100,9.361483012
0.176,95.95,32.06,Armchair,0,100,9.368453761
0.177,95.95,32.06,Armchair,0,100,9.382180418
0.178,95.95,32.06,Armchair,0,100,9.392903898
0.179,95.95,32.06,Armchair,0,100,9.399226599
0.18,95.95,32.06,Armchair,0,100,9.40775829
0.181,95.95,32.06,Armchair,0,100,9.418921427
0.182,95.95,32.06,Armchair,0,100,9.425048872
0.183,95.95,32.06,Armchair,0,100,9.167397864
0.184,95.95,32.06,Armchair,0,100,8.320976
0.185,95.95,32.06,Armchair,0,100,6.745500783
0.186,95.95,32.06,Armchair,0,100,4.236673518
0.187,95.95,32.06,Armchair,0,100,0.764572993
0.188,95.95,32.06,Armchair,0,100,0
0.189,95.95,32.06,Armchair,0,100,0
0.19,95.95,32.06,Armchair,0,100,0
0.191,95.95,32.06,Armchair,0,100,0
0.192,95.95,32.06,Armchair,0,100,0
0.193,95.95,32.06,Armchair,0,100,0
0.194,95.95,32.06,Armchair,0,100,0
0.195,95.95,32.06,Armchair,0,100,0
0.196,95.95,32.06,Armchair,0,100,0
0.197,95.95,32.06,Armchair,0,100,0
0.198,95.95,32.06,Armchair,0,100,0
0.199,95.95,32.06,Armchair,0,100,0
0.2,95.95,32.06,Armchair,0,100,0
0.201,95.95,32.06,Armchair,0,100,0
0.202,95.95,32.06,Armchair,0,100,0
0.203,95.95,32.06,Armchair,0,100,0
0.204,95.95,32.06,Armchair,0,100,0
0.205,95.95,32.06,Armchair,0,100,0
0.206,95.95,32.06,Armchair,0,100,0
0.207,95.95,32.06,Armchair,0,100,0
0.208,95.95,32.06,Armchair,0,100,0
0.209,95.95,32.06,Armchair,0,100,0
0.21,95.95,32.06,Armchair,0,100,0
0.211,95.95,32.06,Armchair,0,100,0
0.212,95.95,32.06,Armchair,0,100,0
0.213,95.95,32.06,Armchair,0,100,0
0.214,95.95,32.06,Armchair,0,100,0
0.215,95.95,32.06,Armchair,0,100,0
0.216,95.95,32.06,Armchair,0,100,0
0.217,95.95,32.06,Armchair,0,100,0
0.218,95.95,32.06,Armchair,0,100,0
0.219,95.95,32.06,Armchair,0,100,0
0.22,95.95,32.06,Armchair,0,100,0
0.221,95.95,32.06,Armchair,0,100,0
0.222,95.95,32.06,Armchair,0,100,0
0.223,95.95,32.06,Armchair,0,100,0
0.224,95.95,32.06,Armchair,0,100,0
0.225,95.95,32.06,Armchair,0,100,0
0.226,95.95,32.06,Armchair,0,100,0
0.227,95.95,32.06,Armchair,0,100,0
0.228,95.95,32.06,Armchair,0,100,0
0.229,95.95,32.06,Armchair,0,100,0
0.23,95.95,32.06,Armchair,0,100,0
0.231,95.95,32.06,Armchair,0,100,0
0.232,95.95,32.06,Armchair,0,100,0
0.233,95.95,32.06,Armchair,0,100,0
0.234,95.95,32.06,Armchair,0,100,0
0.235,95.95,32.06,Armchair,0,100,0
0.236,95.95,32.06,Armchair,0,100,0
0.237,95.95,32.06,Armchair,0,100,0
0.238,95.95,32.06,Armchair,0,100,0
0.239,95.95,32.06,Armchair,0,100,0
0.24,95.95,32.06,Armchair,0,100,0
0.241,95.95,32.06,Armchair,0,100,0
0.242,95.95,32.06,Armchair,0,100,0
0.243,95.95,32.06,Armchair,0,100,0
0.244,95.95,32.06,Armchair,0,100,0
0.245,95.95,32.06,Armchair,0,100,0
0.246,95.95,32.06,Armchair,0,100,0
0.247,95.95,32.06,Armchair,0,100,0
0.248,95.95,32.06,Armchair,0,100,0
0.249,95.95,32.06,Armchair,0,100,0
0.25,95.95,32.06,Armchair,0,100,0
0.251,95.95,32.06,Armchair,0,100,0
0.252,95.95,32.06,Armchair,0,100,0
0.253,95.95,32.06,Armchair,0,100,0
0.254,95.95,32.06,Armchair,0,100,0
0.255,95.95,32.06,Armchair,0,100,0
0.256,95.95,32.06,Armchair,0,100,0
0.257,95.95,32.06,Armchair,0,100,0
0.258,95.95,32.06,Armchair,0,100,0
0.259,95.95,32.06,Armchair,0,100,0
0.26,95.95,32.06,Armchair,0,100,0
0.261,95.95,32.06,Armchair,0,100,0
0.262,95.95,32.06,Armchair,0,100,0
0.263,95.95,32.06,Armchair,0,100,0
0.264,95.95,32.06,Armchair,0,100,0
0.265,95.95,32.06,Armchair,0,100,0
0.266,95.95,32.06,Armchair,0,100,0
0.267,95.95,32.06,Armchair,0,100,0
0.268,95.95,32.06,Armchair,0,100,0
0.269,95.95,32.06,Armchair,0,100,0
0.27,95.95,32.06,Armchair,0,100,0
0.271,95.95,32.06,Armchair,0,100,0
0.272,95.95,32.06,Armchair,0,100,0
0.273,95.95,32.06,Armchair,0,100,0
0.274,95.95,32.06,Armchair,0,100,0
0.275,95.95,32.06,Armchair,0,100,0
0.276,95.95,32.06,Armchair,0,100,0
0.277,95.95,32.06,Armchair,0,100,0
0.278,95.95,32.06,Armchair,0,100,0
0.279,95.95,32.06,Armchair,0,100,0
0.28,95.95,32.06,Armchair,0,100,0
0.281,95.95,32.06,Armchair,0,100,0
0.282,95.95,32.06,Armchair,0,100,0
0.283,95.95,32.06,Armchair,0,100,0
0.284,95.95,32.06,Armchair,0,100,0
0.285,95.95,32.06,Armchair,0,100,0
0.286,95.95,32.06,Armchair,0,100,0
0.287,95.95,32.06,Armchair,0,100,0
0.288,95.95,32.06,Armchair,0,100,0
0.289,95.95,32.06,Armchair,0,100,0
0.29,95.95,32.06,Armchair,0,100,0
0.291,95.95,32.06,Armchair,0,100,0
0.292,95.95,32.06,Armchair,0,100,0
0.293,95.95,32.06,Armchair,0,100,0
0.294,95.95,32.06,Armchair,0,100,0
0.295,95.95,32.06,Armchair,0,100,0
0.296,95.95,32.06,Armchair,0,100,0
0.297,95.95,32.06,Armchair,0,100,0
0.298,95.95,32.06,Armchair,0,100,0
0.299,95.95,32.06,Armchair,0,100,0
0.3,95.95,32.06,Armchair,0,100,0
0,95.95,32.06,Armchair,0,200,0
0.001,95.95,32.06,Armchair,0,200,0.080095024
0.002,95.95,32.06,Armchair,0,200,0.180217192
0.003,95.95,32.06,Armchair,0,200,0.272953682
0.004,95.95,32.06,Armchair,0,200,0.362786152
0.005,95.95,32.06,Armchair,0,200,0.469364703
0.006,95.95,32.06,Armchair,0,200,0.566153891
0.007,95.95,32.06,Armchair,0,200,0.661074968
0.008,95.95,32.06,Armchair,0,200,0.746074558
0.009,95.95,32.06,Armchair,0,200,0.839439127
0.01,95.95,32.06,Armchair,0,200,0.937947175
0.011,95.95,32.06,Armchair,0,200,1.030310112
0.012,95.95,32.06,Armchair,0,200,1.110908062
0.013,95.95,32.06,Armchair,0,200,1.206457196
0.014,95.95,32.06,Armchair,0,200,1.310606914
0.015,95.95,32.06,Armchair,0,200,1.395714341
0.016,95.95,32.06,Armchair,0,200,1.496185754
0.017,95.95,32.06,Armchair,0,200,1.587535714
0.018,95.95,32.06,Armchair,0,200,1.68792149
0.019,95.95,32.06,Armchair,0,200,1.77479555
0.02,95.95,32.06,Armchair,0,200,1.874839321
0.021,95.95,32.06,Armchair,0,200,1.972997823
0.022,95.95,32.06,Armchair,0,200,2.057169532
0.023,95.95,32.06,Armchair,0,200,2.14984783
0.024,95.95,32.06,Armchair,0,200,2.225773979
0.025,95.95,32.06,Armchair,0,200,2.30584316
0.026,95.95,32.06,Armchair,0,200,2.397972639
0.027,95.95,32.06,Armchair,0,200,2.481221177
0.028,95.95,32.06,Armchair,0,200,2.575596993
0.029,95.95,32.06,Armchair,0,200,2.668671386
0.03,95.95,32.06,Armchair,0,200,2.739425137
0.031,95.95,32.06,Armchair,0,200,2.814212326
0.032,95.95,32.06,Armchair,0,200,2.898395958
0.033,95.95,32.06,Armchair,0,200,2.990576339
0.034,95.95,32.06,Armchair,0,200,3.071325666
0.035,95.95,32.06,Armchair,0,200,3.159838422
0.036,95.95,32.06,Armchair,0,200,3.245418548
0.037,95.95,32.06,Armchair,0,200,3.313744472
0.038,95.95,32.06,Armchair,0,200,3.382643616
0.039,95.95,32.06,Armchair,0,200,3.47530646
0.04,95.95,32.06,Armchair,0,200,3.555503286
0.041,95.95,32.06,Armchair,0,200,3.625744574
0.042,95.95,32.06,Armchair,0,200,3.700433116
0.043,95.95,32.06,Armchair,0,200,3.779364311
0.044,95.95,32.06,Armchair,0,200,3.85517759
0.045,95.95,32.06,Armchair,0,200,3.933975532
0.046,95.95,32.06,Armchair,0,200,4.016151607
0.047,95.95,32.06,Armchair,0,200,4.078245767
0.048,95.95,32.06,Armchair,0,200,4.151888804
0.049,95.95,32.06,Armchair,0,200,4.233777146
0.05,95.95,32.06,Armchair,0,200,4.300832355
0.051,95.95,32.06,Armchair,0,200,4.369334516
0.052,95.95,32.06,Armchair,0,200,4.436555925
0.053,95.95,32.06,Armchair,0,200,4.517727434
0.054,95.95,32.06,Armchair,0,200,4.583545253
0.055,95.95,32.06,Armchair,0,200,4.641484288
0.056,95.95,32.06,Armchair,0,200,4.723145349
0.057,95.95,32.06,Armchair,0,200,4.792256833
0.058,95.95,32.06,Armchair,0,200,4.850651526
0.059,95.95,32.06,Armchair,0,200,4.923950811
0.06,95.95,32.06,Armchair,0,200,4.992403058
0.061,95.95,32.06,Armchair,0,200,5.049685686
0.062,95.95,32.06,Armchair,0,200,5.119757144
0.063,95.95,32.06,Armchair,0,200,5.178677094
0.064,95.95,32.06,Armchair,0,200,5.249494952
0.065,95.95,32.06,Armchair,0,200,5.305230902
0.066,95.95,32.06,Armchair,0,200,5.375948612
0.067,95.95,32.06,Armchair,0,200,5.438537772
0.068,95.95,32.06,Armchair,0,200,5.505610829
0.069,95.95,32.06,Armchair,0,200,5.557541576
0.07,95.95,32.06,Armchair,0,200,5.617121781
0.071,95.95,32.06,Armchair,0,200,5.690762404
0.072,95.95,32.06,Armchair,0,200,5.740068398
0.073,95.95,32.06,Armchair,0,200,5.791850718
0.074,95.95,32.06,Armchair,0,200,5.857977467
0.075,95.95,32.06,Armchair,0,200,5.909343421
0.076,95.95,32.06,Armchair,0,200,5.97432662
0.077,95.95,32.06,Armchair,0,200,6.023503759
0.078,95.95,32.06,Armchair,0,200,6.087567373
0.079,95.95,32.06,Armchair,0,200,6.143941458
0.08,95.95,32.06,Armchair,0,200,6.194716196
0.081,95.95,32.06,Armchair,0,200,6.249178683
0.082,95.95,32.06,Armchair,0,200,6.299438419
0.083,95.95,32.06,Armchair,0,200,6.36148134
0.084,95.95,32.06,Armchair,0,200,6.405406372
0.085,95.95,32.06,Armchair,0,200,6.459174609
0.086,95.95,32.06,Armchair,0,200,6.50887494
0.087,95.95,32.06,Armchair,0,200,6.566044254
0.088,95.95,32.06,Armchair,0,200,6.61363844
0.089,95.95,32.06,Armchair,0,200,6.666919166
0.09,95.95,32.06,Armchair,0,200,6.709887253
0.091,95.95,32.06,Armchair,0,200,6.762536221
0.092,95.95,32.06,Armchair,0,200,6.808271268
0.093,95.95,32.06,Armchair,0,200,6.856455329
0.094,95.95,32.06,Armchair,0,200,6.905578819
0.095,95.95,32.06,Armchair,0,200,6.9441738
0.096,95.95,32.06,Armchair,0,200,6.997906527
0.097,95.95,32.06,Armchair,0,200,7.041994532
0.098,95.95,32.06,Armchair,0,200,7.097868735
0.099,95.95,32.06,Armchair,0,200,7.129067649
0.1,95.95,32.06,Armchair,0,200,7.168113942
0.101,95.95,32.06,Armchair,0,200,7.215051676
0.102,95.95,32.06,Armchair,0,200,7.261771168
0.103,95.95,32.06,Armchair,0,200,7.308398196
0.104,95.95,32.06,Armchair,0,200,7.337163629
0.105,95.95,32.06,Armchair,0,200,7.385527008
0.106,95.95,32.06,Armchair,0,200,7.430386031
0.107,95.95,32.06,Armchair,0,200,7.475593149
0.108,95.95,32.06,Armchair,0,200,7.50499473
0.109,95.95,32.06,Armchair,0,200,7.540160404
0.11,95.95,32.06,Armchair,0,200,7.596658928
0.111,95.95,32.06,Armchair,0,200,7.626413073
0.112,95.95,32.06,Armchair,0,200,7.651922616
0.113,95.95,32.06,Armchair,0,200,7.707761358
0.114,95.95,32.06,Armchair,0,200,7.739336196
0.115,95.95,32.06,Armchair,0,200,7.767585184
0.116,95.95,32.06,Armchair,0,200,7.801960247
0.117,95.95,32.06,Armchair,0,200,7.846732821
0.118,95.95,32.06,Armchair,0,200,7.888071327
0.119,95.95,32.06,Armchair,0,200,7.914892939
0.12,95.95,32.06,Armchair,0,200,7.937631554
0.121,95.95,32.06,Armchair,0,200,7.982231255
0.122,95.95,32.06,Armchair,0,200,8.013560954
0.123,95.95,32.06,Armchair,0,200,8.039052434
0.124,95.95,32.06,Armchair,0,200,8.075854778
0.125,95.95,32.06,Armchair,0,200,8.110960172
0.126,95.95,32.06,Armchair,0,200,8.138045433
0.127,95.95,32.06,Armchair,0,200,8.167338568
0.128,95.95,32.06,Armchair,0,200,8.201907778
0.129,95.95,32.06,Armchair,0,200,8.230086209
0.13,95.95,32.06,Armchair,0,200,8.256581934
0.131,95.95,32.06,Armchair,0,200,8.284554734
0.132,95.95,32.06,Armchair,0,200,8.313195366
0.133,95.95,32.06,Armchair,0,200,8.341308957
0.134,95.95,32.06,Armchair,0,200,8.367502612
0.135,95.95,32.06,Armchair,0,200,8.399745512
0.136,95.95,32.06,Armchair,0,200,8.41988689
0.137,95.95,32.06,Armchair,0,200,8.443188279
0.138,95.95,32.06,Armchair,0,200,8.469165126
0.139,95.95,32.06,Armchair,0,200,8.505260767
0.14,95.95,32.06,Armchair,0,200,8.516681737
0.141,95.95,32.06,Armchair,0,200,8.541144085
0.142,95.95,32.06,Armchair,0,200,8.569697516
0.143,95.95,32.06,Armchair,0,200,8.604834475
0.144,95.95,32.06,Armchair,0,200,8.610256672
0.145,95.95,32.06,Armchair,0,200,8.631937266
0.146,95.95,32.06,Armchair,0,200,8.662083585
0.147,95.95,32.06,Armchair,0,200,8.68272208
0.148,95.95,32.06,Armchair,0,200,8.705368674
0.149,95.95,32.06,Armchair,0,200,8.715954192
0.15,95.95,32.06,Armchair,0,200,8.738196137
0.151,95.95,32.06,Armchair,0,200,8.564370689
0.152,95.95,32.06,Armchair,0,200,7.931849516
0.153,95.95,32.06,Armchair,0,200,6.349664754
0.154,95.95,32.06,Armchair,0,200,3.778940442
0.155,95.95,32.06,Armchair,0,200,0.711128322
0.156,95.95,32.06,Armchair,0,200,0
0.157,95.95,32.06,Armchair,0,200,0
0.158,95.95,32.06,Armchair,0,200,0
0.159,95.95,32.06,Armchair,0,200,0
0.16,95.95,32.06,Armchair,0,200,0
0.161,95.95,32.06,Armchair,0,200,0
0.162,95.95,32.06,Armchair,0,200,0
0.163,95.95,32.06,Armchair,0,200,0
0.164,95.95,32.06,Armchair,0,200,0
0.165,95.95,32.06,Armchair,0,200,0
0.166,95.95,32.06,Armchair,0,200,0
0.167,95.95,32.06,Armchair,0,200,0
0.168,95.95,32.06,Armchair,0,200,0
0.169,95.95,32.06,Armchair,0,200,0
0.17,95.95,32.06,Armchair,0,200,0
0.171,95.95,32.06,Armchair,0,200,0
0.172,95.95,32.06,Armchair,0,200,0
0.173,95.95,32.06,Armchair,0,200,0
0.174,95.95,32.06,Armchair,0,200,0
0.175,95.95,32.06,Armchair,0,200,0
0.176,95.95,32.06,Armchair,0,200,0
0.177,95.95,32.06,Armchair,0,200,0
0.178,95.95,32.06,Armchair,0,200,0
0.179,95.95,32.06,Armchair,0,200,0
0.18,95.95,32.06,Armchair,0,200,0
0.181,95.95,32.06,Armchair,0,200,0
0.182,95.95,32.06,Armchair,0,200,0
0.183,95.95,32.06,Armchair,0,200,0
0.184,95.95,32.06,Armchair,0,200,0
0.185,95.95,32.06,Armchair,0,200,0
0.186,95.95,32.06,Armchair,0,200,0
0.187,95.95,32.06,Armchair,0,200,0
0.188,95.95,32.06,Armchair,0,200,0
0.189,95.95,32.06,Armchair,0,200,0
0.19,95.95,32.06,Armchair,0,200,0
0.191,95.95,32.06,Armchair,0,200,0
0.192,95.95,32.06,Armchair,0,200,0
0.193,95.95,32.06,Armchair,0,200,0
0.194,95.95,32.06,Armchair,0,200,0
0.195,95.95,32.06,Armchair,0,200,0
0.196,95.95,32.06,Armchair,0,200,0
0.197,95.95,32.06,Armchair,0,200,0
0.198,95.95,32.06,Armchair,0,200,0
0.199,95.95,32.06,Armchair,0,200,0
0.2,95.95,32.06,Armchair,0,200,0
0.201,95.95,32.06,Armchair,0,200,0
0.202,95.95,32.06,Armchair,0,200,0
0.203,95.95,32.06,Armchair,0,200,0
0.204,95.95,32.06,Armchair,0,200,0
0.205,95.95,32.06,Armchair,0,200,0
0.206,95.95,32.06,Armchair,0,200,0
0.207,95.95,32.06,Armchair,0,200,0
0.208,95.95,32.06,Armchair,0,200,0
0.209,95.95,32.06,Armchair,0,200,0
0.21,95.95,32.06,Armchair,0,200,0
0.211,95.95,32.06,Armchair,0,200,0
0.212,95.95,32.06,Armchair,0,200,0
0.213,95.95,32.06,Armchair,0,200,0
0.214,95.95,32.06,Armchair,0,200,0
0.215,95.95,32.06,Armchair,0,200,0
0.216,95.95,32.06,Armchair,0,200,0
0.217,95.95,32.06,Armchair,0,200,0
0.218,95.95,32.06,Armchair,0,200,0
0.219,95.95,32.06,Armchair,0,200,0
0.22,95.95,32.06,Armchair,0,200,0
0.221,95.95,32.06,Armchair,0,200,0
0.222,95.95,32.06,Armchair,0,200,0
0.223,95.95,32.06,Armchair,0,200,0
0.224,95.95,32.06,Armchair,0,200,0
0.225,95.95,32.06,Armchair,0,200,0
0.226,95.95,32.06,Armchair,0,200,0
0.227,95.95,32.06,Armchair,0,200,0
0.228,95.95,32.06,Armchair,0,200,0
0.229,95.95,32.06,Armchair,0,200,0
0.23,95.95,32.06,Armchair,0,200,0
0.231,95.95,32.06,Armchair,0,200,0
0.232,95.95,32.06,Armchair,0,200,0
0.233,95.95,32.06,Armchair,0,200,0
0.234,95.95,32.06,Armchair,0,200,0
0.235,95.95,32.06,Armchair,0,200,0
0.236,95.95,32.06,Armchair,0,200,0
0.237,95.95,32.06,Armchair,0,200,0
0.238,95.95,32.06,Armchair,0,200,0
0.239,95.95,32.06,Armchair,0,200,0
0.24,95.95,32.06,Armchair,0,200,0
0.241,95.95,32.06,Armchair,0,200,0
0.242,95.95,32.06,Armchair,0,200,0
0.243,95.95,32.06,Armchair,0,200,0
0.244,95.95,32.06,Armchair,0,200,0
0.245,95.95,32.06,Armchair,0,200,0
