Strain,Metal_atomic_mass,Chalcogen_atomic_mass,Direction,Crack length,Temperature,Stress
0.035,183.84,78.971,Armchair,5,500,3.810157982
0.036,183.84,78.971,Armchair,5,500,3.889056939
0.037,183.84,78.971,Armchair,5,500,3.992357743
0.038,183.84,78.971,Armchair,5,500,4.080497922
0.039,183.84,78.971,Armchair,5,500,4.188648296
0.04,183.84,78.971,Armchair,5,500,4.317299952
0.041,183.84,78.971,Armchair,5,500,4.409701775
0.042,183.84,78.971,Armchair,5,500,4.497761143
0.043,183.84,78.971,Armchair,5,500,4.614352244
0.044,183.84,78.971,Armchair,5,500,4.720611257
0.045,183.84,78.971,Armchair,5,500,4.79046135
0.046,183.84,78.971,Armchair,5,500,4.833532449
0.047,183.84,78.971,Armchair,5,500,4.86590028
0.048,183.84,78.971,Armchair,5,500,4.843693859
0.049,183.84,78.971,Armchair,5,500,4.72048658
0.05,183.84,78.971,Armchair,5,500,4.470385878
0.051,183.84,78.971,Armchair,5,500,4.085485809
0.052,183.84,78.971,Armchair,5,500,3.556078515
0.053,183.84,78.971,Armchair,5,500,2.831469717
0.054,183.84,78.971,Armchair,5,500,2.012347059
0.055,183.84,78.971,Armchair,5,500,1.165645371
0.056,183.84,78.971,Armchair,5,500,0.184279569
0.057,183.84,78.971,Armchair,5,500,0
0.058,183.84,78.971,Armchair,5,500,0
0.059,183.84,78.971,Armchair,5,500,0
0.06,183.84,78.971,Armchair,5,500,0
0.061,183.84,78.971,Armchair,5,500,0
0.062,183.84,78.971,Armchair,5,500,0
0.063,183.84,78.971,Armchair,5,500,0
0.064,183.84,78.971,Armchair,5,500,0
0.065,183.84,78.971,Armchair,5,500,0
0.066,183.84,78.971,Armchair,5,500,0
0.067,183.84,78.971,Armchair,5,500,0
0.068,183.84,78.971,Armchair,5,500,0
0.069,183.84,78.971,Armchair,5,500,0
0.07,183.84,78.971,Armchair,5,500,0
0.071,183.84,78.971,Armchair,5,500,0
0.072,183.84,78.971,Armchair,5,500,0
0.073,183.84,78.971,Armchair,5,500,0
0.074,183.84,78.971,Armchair,5,500,0
0.075,183.84,78.971,Armchair,5,500,0
0.076,183.84,78.971,Armchair,5,500,0
0.077,183.84,78.971,Armchair,5,500,0
0.078,183.84,78.971,Armchair,5,500,0
0.079,183.84,78.971,Armchair,5,500,0
0.08,183.84,78.971,Armchair,5,500,0
0.081,183.84,78.971,Armchair,5,500,0
0.082,183.84,78.971,Armchair,5,500,0
0.083,183.84,78.971,Armchair,5,500,0
0.084,183.84,78.971,Armchair,5,500,0
0.085,183.84,78.971,Armchair,5,500,0
0.086,183.84,78.971,Armchair,5,500,0
0.087,183.84,78.971,Armchair,5,500,0
0.088,183.84,78.971,Armchair,5,500,0
0.089,183.84,78.971,Armchair,5,500,0
0.09,183.84,78.971,Armchair,5,500,0
0.091,183.84,78.971,Armchair,5,500,0
0.092,183.84,78.971,Armchair,5,500,0
0.093,183.84,78.971,Armchair,5,500,0
0.094,183.84,78.971,Armchair,5,500,0
0.095,183.84,78.971,Armchair,5,500,0
0.096,183.84,78.971,Armchair,5,500,0
0.097,183.84,78.971,Armchair,5,500,0
0.098,183.84,78.971,Armchair,5,500,0
0.099,183.84,78.971,Armchair,5,500,0
0.1,183.84,78.971,Armchair,5,500,0
0.101,183.84,78.971,Armchair,5,500,0
0.102,183.84,78.971,Armchair,5,500,0
0.103,183.84,78.971,Armchair,5,500,0
0.104,183.84,78.971,Armchair,5,500,0
0.105,183.84,78.971,Armchair,5,500,0
0.106,183.84,78.971,Armchair,5,500,0
0.107,183.84,78.971,Armchair,5,500,0
0.108,183.84,78.971,Armchair,5,500,0
0.109,183.84,78.971,Armchair,5,500,0
0.11,183.84,78.971,Armchair,5,500,0
0.111,183.84,78.971,Armchair,5,500,0
0.112,183.84,78.971,Armchair,5,500,0
0.113,183.84,78.971,Armchair,5,500,0
0.114,183.84,78.971,Armchair,5,500,0
0.115,183.84,78.971,Armchair,5,500,0
0.116,183.84,78.971,Armchair,5,500,0
0.117,183.84,78.971,Armchair,5,500,0
0.118,183.84,78.971,Armchair,5,500,0
0.119,183.84,78.971,Armchair,5,500,0
0.12,183.84,78.971,Armchair,5,500,0
0.121,183.84,78.971,Armchair,5,500,0
0.122,183.84,78.971,Armchair,5,500,0
0.123,183.84,78.971,Armchair,5,500,0
0.124,183.84,78.971,Armchair,5,500,0
0.125,183.84,78.971,Armchair,5,500,0
0.126,183.84,78.971,Armchair,5,500,0
0.127,183.84,78.971,Armchair,5,500,0
0.128,183.84,78.971,Armchair,5,500,0
0.129,183.84,78.971,Armchair,5,500,0
0.13,183.84,78.971,Armchair,5,500,0
0.131,183.84,78.971,Armchair,5,500,0
0.132,183.84,78.971,Armchair,5,500,0
0.133,183.84,78.971,Armchair,5,500,0
0.134,183.84,78.971,Armchair,5,500,0
0.135,183.84,78.971,Armchair,5,500,0
0.136,183.84,78.971,Armchair,5,500,0
0.137,183.84,78.971,Armchair,5,500,0
0.138,183.84,78.971,Armchair,5,500,0
0.139,183.84,78.971,Armchair,5,500,0
0.14,183.84,78.971,Armchair,5,500,0
0.141,183.84,78.971,Armchair,5,500,0
0.142,183.84,78.971,Armchair,5,500,0
0.143,183.84,78.971,Armchair,5,500,0
0.144,183.84,78.971,Armchair,5,500,0
0.145,183.84,78.971,Armchair,5,500,0
0.146,183.84,78.971,Armchair,5,500,0
0.147,183.84,78.971,Armchair,5,500,0
0.148,183.84,78.971,Armchair,5,500,0
0.149,183.84,78.971,Armchair,5,500,0
0.15,183.84,78.971,Armchair,5,500,0
0.151,183.84,78.971,Armchair,5,500,0
0.152,183.84,78.971,Armchair,5,500,0
0.153,183.84,78.971,Armchair,5,500,0
0.154,183.84,78.971,Armchair,5,500,0
0.155,183.84,78.971,Armchair,5,500,0
0.156,183.84,78.971,Armchair,5,500,0
0.157,183.84,78.971,Armchair,5,500,0
0.158,183.84,78.971,Armchair,5,500,0
0.159,183.84,78.971,Armchair,5,500,0
0.16,183.84,78.971,Armchair,5,500,0
0.161,183.84,78.971,Armchair,5,500,0
0.162,183.84,78.971,Armchair,5,500,0
0.163,183.84,78.971,Armchair,5,500,0
0.164,183.84,78.971,Armchair,5,500,0
0.165,183.84,78.971,Armchair,5,500,0
0.166,183.84,78.971,Armchair,5,500,0
0.167,183.84,78.971,Armchair,5,500,0
0.168,183.84,78.971,Armchair,5,500,0
0.169,183.84,78.971,Armchair,5,500,0
0.17,183.84,78.971,Armchair,5,500,0
0.171,183.84,78.971,Armchair,5,500,0
0.172,183.84,78.971,Armchair,5,500,0
0.173,183.84,78.971,Armchair,5,500,0
0.174,183.84,78.971,Armchair,5,500,0
0.175,183.84,78.971,Armchair,5,500,0
0.176,183.84,78.971,Armchair,5,500,0
0.177,183.84,78.971,Armchair,5,500,0
0.178,183.84,78.971,Armchair,5,500,0
0.179,183.84,78.971,Armchair,5,500,0
0.18,183.84,78.971,Armchair,5,500,0
0.181,183.84,78.971,Armchair,5,500,0
0.182,183.84,78.971,Armchair,5,500,0
0.183,183.84,78.971,Armchair,5,500,0
0.184,183.84,78.971,Armchair,5,500,0
0.185,183.84,78.971,Armchair,5,500,0
0.186,183.84,78.971,Armchair,5,500,0
0.187,183.84,78.971,Armchair,5,500,0
0.188,183.84,78.971,Armchair,5,500,0
0.189,183.84,78.971,Armchair,5,500,0
0.19,183.84,78.971,Armchair,5,500,0
0.191,183.84,78.971,Armchair,5,500,0
0.192,183.84,78.971,Armchair,5,500,0
0.193,183.84,78.971,Armchair,5,500,0
0.194,183.84,78.971,Armchair,5,500,0
0.195,183.84,78.971,Armchair,5,500,0
0.196,183.84,78.971,Armchair,5,500,0
0.197,183.84,78.971,Armchair,5,500,0
0.198,183.84,78.971,Armchair,5,500,0
0.199,183.84,78.971,Armchair,5,500,0
0.2,183.84,78.971,Armchair,5,500,0
0.201,183.84,78.971,Armchair,5,500,0
0.202,183.84,78.971,Armchair,5,500,0
0.203,183.84,78.971,Armchair,5,500,0
0.204,183.84,78.971,Armchair,5,500,0
0.205,183.84,78.971,Armchair,5,500,0
0.206,183.84,78.971,Armchair,5,500,0
0.207,183.84,78.971,Armchair,5,500,0
0.208,183.84,78.971,Armchair,5,500,0
0.209,183.84,78.971,Armchair,5,500,0
0.21,183.84,78.971,Armchair,5,500,0
0.211,183.84,78.971,Armchair,5,500,0
0.212,183.84,78.971,Armchair,5,500,0
0.213,183.84,78.971,Armchair,5,500,0
0.214,183.84,78.971,Armchair,5,500,0
0.215,183.84,78.971,Armchair,5,500,0
0.216,183.84,78.971,Armchair,5,500,0
0.217,183.84,78.971,Armchair,5,500,0
0.218,183.84,78.971,Armchair,5,500,0
0.219,183.84,78.971,Armchair,5,500,0
0.22,183.84,78.971,Armchair,5,500,0
0.221,183.84,78.971,Armchair,5,500,0
0.222,183.84,78.971,Armchair,5,500,0
0.223,183.84,78.971,Armchair,5,500,0
0.224,183.84,78.971,Armchair,5,500,0
0.225,183.84,78.971,Armchair,5,500,0
0.226,183.84,78.971,Armchair,5,500,0
0.227,183.84,78.971,Armchair,5,500,0
0.228,183.84,78.971,Armchair,5,500,0
0.229,183.84,78.971,Armchair,5,500,0
0.23,183.84,78.971,Armchair,5,500,0
0.231,183.84,78.971,Armchair,5,500,0
0.232,183.84,78.971,Armchair,5,500,0
0.233,183.84,78.971,Armchair,5,500,0
0.234,183.84,78.971,Armchair,5,500,0
0.235,183.84,78.971,Armchair,5,500,0
0.236,183.84,78.971,Armchair,5,500,0
0.237,183.84,78.971,Armchair,5,500,0
0.238,183.84,78.971,Armchair,5,500,0
0.239,183.84,78.971,Armchair,5,500,0
0.24,183.84,78.971,Armchair,5,500,0
0.241,183.84,78.971,Armchair,5,500,0
0.242,183.84,78.971,Armchair,5,500,0
0.243,183.84,78.971,Armchair,5,500,0
0.244,183.84,78.971,Armchair,5,500,0
0.245,183.84,78.971,Armchair,5,500,0
0.246,183.84,78.971,Armchair,5,500,0
0.247,183.84,78.971,Armchair,5,500,0
0.248,183.84,78.971,Armchair,5,500,0
0.249,183.84,78.971,Armchair,5,500,0
0.25,183.84,78.971,Armchair,5,500,0
0.251,183.84,78.971,Armchair,5,500,0
0.252,183.84,78.971,Armchair,5,500,0
0.253,183.84,78.971,Armchair,5,500,0
0.254,183.84,78.971,Armchair,5,500,0
0.255,183.84,78.971,Armchair,5,500,0
0.256,183.84,78.971,Armchair,5,500,0
0.257,183.84,78.971,Armchair,5,500,0
0.258,183.84,78.971,Armchair,5,500,0
0.259,183.84,78.971,Armchair,5,500,0
0.26,183.84,78.971,Armchair,5,500,0
0.261,183.84,78.971,Armchair,5,500,0
0.262,183.84,78.971,Armchair,5,500,0
0.263,183.84,78.971,Armchair,5,500,0
0.264,183.84,78.971,Armchair,5,500,0
0.265,183.84,78.971,Armchair,5,500,0
0.266,183.84,78.971,Armchair,5,500,0
0.267,183.84,78.971,Armchair,5,500,0
0.268,183.84,78.971,Armchair,5,500,0
0.269,183.84,78.971,Armchair,5,500,0
0.27,183.84,78.971,Armchair,5,500,0
0.271,183.84,78.971,Armchair,5,500,0
0.272,183.84,78.971,Armchair,5,500,0
0.273,183.84,78.971,Armchair,5,500,0
0.274,183.84,78.971,Armchair,5,500,0
0.275,183.84,78.971,Armchair,5,500,0
0.276,183.84,78.971,Armchair,5,500,0
0.277,183.84,78.971,Armchair,5,500,0
0.278,183.84,78.971,Armchair,5,500,0
0.279,183.84,78.971,Armchair,5,500,0
0.28,183.84,78.971,Armchair,5,500,0
0.281,183.84,78.971,Armchair,5,500,0
0.282,183.84,78.971,Armchair,5,500,0
0.283,183.84,78.971,Armchair,5,500,0
0.284,183.84,78.971,Armchair,5,500,0
0.285,183.84,78.971,Armchair,5,500,0
0.286,183.84,78.971,Armchair,5,500,0
0.287,183.84,78.971,Armchair,5,500,0
0.288,183.84,78.971,Armchair,5,500,0
0.289,183.84,78.971,Armchair,5,500,0
0.29,183.84,78.971,Armchair,5,500,0
0.291,183.84,78.971,Armchair,5,500,0
0.292,183.84,78.971,Armchair,5,500,0
0.293,183.84,78.971,Armchair,5,500,0
0.294,183.84,78.971,Armchair,5,500,0
0.295,183.84,78.971,Armchair,5,500,0
0.296,183.84,78.971,Armchair,5,500,0
0.297,183.84,78.971,Armchair,5,500,0
0.298,183.84,78.971,Armchair,5,500,0
0.299,183.84,78.971,Armchair,5,500,0
0.3,183.84,78.971,Armchair,5,500,0
0,183.84,78.971,Armchair,5,600,0
0.001,183.84,78.971,Armchair,5,600,0.106580404
0.002,183.84,78.971,Armchair,5,600,0.218733174
0.003,183.84,78.971,Armchair,5,600,0.3477598
0.004,183.84,78.971,Armchair,5,600,0.449551981
0.005,183.84,78.971,Armchair,5,600,0.557545004
0.006,183.84,78.971,Armchair,5,600,0.672588151
0.007,183.84,78.971,Armchair,5,600,0.825607081
0.008,183.84,78.971,Armchair,5,600,0.957612665
0.009,183.84,78.971,Armchair,5,600,1.035429114
0.01,183.84,78.971,Armchair,5,600,1.100398113
0.011,183.84,78.971,Armchair,5,600,1.214716069
0.012,183.84,78.971,Armchair,5,600,1.317808494
0.013,183.84,78.971,Armchair,5,600,1.414850706
0.014,183.84,78.971,Armchair,5,600,1.495940073
0.015,183.84,78.971,Armchair,5,600,1.631854703
0.016,183.84,78.971,Armchair,5,600,1.725340824
0.017,183.84,78.971,Armchair,5,600,1.784993668
0.018,183.84,78.971,Armchair,5,600,1.911559649
0.019,183.84,78.971,Armchair,5,600,2.035197772
0.02,183.84,78.971,Armchair,5,600,2.118273121
0.021,183.84,78.971,Armchair,5,600,2.226523714
0.022,183.84,78.971,Armchair,5,600,2.355208084
0.023,183.84,78.971,Armchair,5,600,2.487185351
0.024,183.84,78.971,Armchair,5,600,2.615556096
0.025,183.84,78.971,Armchair,5,600,2.704988765
0.026,183.84,78.971,Armchair,5,600,2.819107514
0.027,183.84,78.971,Armchair,5,600,2.921076198
0.028,183.84,78.971,Armchair,5,600,3.036536299
0.029,183.84,78.971,Armchair,5,600,3.17826288
0.03,183.84,78.971,Armchair,5,600,3.252135753
0.031,183.84,78.971,Armchair,5,600,3.367211683
0.032,183.84,78.971,Armchair,5,600,3.468384411
0.033,183.84,78.971,Armchair,5,600,3.545623209
0.034,183.84,78.971,Armchair,5,600,3.669967266
0.035,183.84,78.971,Armchair,5,600,3.750096676
0.036,183.84,78.971,Armchair,5,600,3.850434882
0.037,183.84,78.971,Armchair,5,600,3.901060975
0.038,183.84,78.971,Armchair,5,600,4.025880846
0.039,183.84,78.971,Armchair,5,600,4.123369515
0.04,183.84,78.971,Armchair,5,600,4.258558945
0.041,183.84,78.971,Armchair,5,600,4.357443557
0.042,183.84,78.971,Armchair,5,600,4.442043289
0.043,183.84,78.971,Armchair,5,600,4.546026993
0.044,183.84,78.971,Armchair,5,600,4.634387662
0.045,183.84,78.971,Armchair,5,600,4.764476542
0.046,183.84,78.971,Armchair,5,600,4.813132112
0.047,183.84,78.971,Armchair,5,600,4.860990079
0.048,183.84,78.971,Armchair,5,600,4.823172713
0.049,183.84,78.971,Armchair,5,600,4.799021051
0.05,183.84,78.971,Armchair,5,600,4.583254269
0.051,183.84,78.971,Armchair,5,600,4.334321403
0.052,183.84,78.971,Armchair,5,600,3.854613868
0.053,183.84,78.971,Armchair,5,600,3.25697427
0.054,183.84,78.971,Armchair,5,600,2.523845785
0.055,183.84,78.971,Armchair,5,600,1.706831992
0.056,183.84,78.971,Armchair,5,600,0.868577322
0.057,183.84,78.971,Armchair,5,600,0
0.058,183.84,78.971,Armchair,5,600,0
0.059,183.84,78.971,Armchair,5,600,0
0.06,183.84,78.971,Armchair,5,600,0
0.061,183.84,78.971,Armchair,5,600,0
0.062,183.84,78.971,Armchair,5,600,0
0.063,183.84,78.971,Armchair,5,600,0
0.064,183.84,78.971,Armchair,5,600,0
0.065,183.84,78.971,Armchair,5,600,0
0.066,183.84,78.971,Armchair,5,600,0
0.067,183.84,78.971,Armchair,5,600,0
0.068,183.84,78.971,Armchair,5,600,0
0.069,183.84,78.971,Armchair,5,600,0
0.07,183.84,78.971,Armchair,5,600,0
0.071,183.84,78.971,Armchair,5,600,0
0.072,183.84,78.971,Armchair,5,600,0
0.073,183.84,78.971,Armchair,5,600,0
0.074,183.84,78.971,Armchair,5,600,0
0.075,183.84,78.971,Armchair,5,600,0
0.076,183.84,78.971,Armchair,5,600,0
0.077,183.84,78.971,Armchair,5,600,0
0.078,183.84,78.971,Armchair,5,600,0
0.079,183.84,78.971,Armchair,5,600,0
0.08,183.84,78.971,Armchair,5,600,0
0.081,183.84,78.971,Armchair,5,600,0
0.082,183.84,78.971,Armchair,5,600,0
0.083,183.84,78.971,Armchair,5,600,0
0.084,183.84,78.971,Armchair,5,600,0
0.085,183.84,78.971,Armchair,5,600,0
0.086,183.84,78.971,Armchair,5,600,0
0.087,183.84,78.971,Armchair,5,600,0
0.088,183.84,78.971,Armchair,5,600,0
0.089,183.84,78.971,Armchair,5,600,0
0.09,183.84,78.971,Armchair,5,600,0
0.091,183.84,78.971,Armchair,5,600,0
0.092,183.84,78.971,Armchair,5,600,0
0.093,183.84,78.971,Armchair,5,600,0
0.094,183.84,78.971,Armchair,5,600,0
0.095,183.84,78.971,Armchair,5,600,0
0.096,183.84,78.971,Armchair,5,600,0
0.097,183.84,78.971,Armchair,5,600,0
0.098,183.84,78.971,Armchair,5,600,0
0.099,183.84,78.971,Armchair,5,600,0
0.1,183.84,78.971,Armchair,5,600,0
0.101,183.84,78.971,Armchair,5,600,0
0.102,183.84,78.971,Armchair,5,600,0
0.103,183.84,78.971,Armchair,5,600,0
0.104,183.84,78.971,Armchair,5,600,0
0.105,183.84,78.971,Armchair,5,600,0
0.106,183.84,78.971,Armchair,5,600,0
0.107,183.84,78.971,Armchair,5,600,0
0.108,183.84,78.971,Armchair,5,600,0
0.109,183.84,78.971,Armchair,5,600,0
0.11,183.84,78.971,Armchair,5,600,0
0.111,183.84,78.971,Armchair,5,600,0
0.112,183.84,78.971,Armchair,5,600,0
0.113,183.84,78.971,Armchair,5,600,0
0.114,183.84,78.971,Armchair,5,600,0
0.115,183.84,78.971,Armchair,5,600,0
0.116,183.84,78.971,Armchair,5,600,0
0.117,183.84,78.971,Armchair,5,600,0
0.118,183.84,78.971,Armchair,5,600,0
0.119,183.84,78.971,Armchair,5,600,0
0.12,183.84,78.971,Armchair,5,600,0
0.121,183.84,78.971,Armchair,5,600,0
0.122,183.84,78.971,Armchair,5,600,0
0.123,183.84,78.971,Armchair,5,600,0
0.124,183.84,78.971,Armchair,5,600,0
0.125,183.84,78.971,Armchair,5,600,0
0.126,183.84,78.971,Armchair,5,600,0
0.127,183.84,78.971,Armchair,5,600,0
0.128,183.84,78.971,Armchair,5,600,0
0.129,183.84,78.971,Armchair,5,600,0
0.13,183.84,78.971,Armchair,5,600,0
0.131,183.84,78.971,Armchair,5,600,0
0.132,183.84,78.971,Armchair,5,600,0
0.133,183.84,78.971,Armchair,5,600,0
0.134,183.84,78.971,Armchair,5,600,0
0.135,183.84,78.971,Armchair,5,600,0
0.136,183.84,78.971,Armchair,5,600,0
0.137,183.84,78.971,Armchair,5,600,0
0.138,183.84,78.971,Armchair,5,600,0
0.139,183.84,78.971,Armchair,5,600,0
0.14,183.84,78.971,Armchair,5,600,0
0.141,183.84,78.971,Armchair,5,600,0
0.142,183.84,78.971,Armchair,5,600,0
0.143,183.84,78.971,Armchair,5,600,0
0.144,183.84,78.971,Armchair,5,600,0
0.145,183.84,78.971,Armchair,5,600,0
0.146,183.84,78.971,Armchair,5,600,0
0.147,183.84,78.971,Armchair,5,600,0
0.148,183.84,78.971,Armchair,5,600,0
0.149,183.84,78.971,Armchair,5,600,0
0.15,183.84,78.971,Armchair,5,600,0
0.151,183.84,78.971,Armchair,5,600,0
0.152,183.84,78.971,Armchair,5,600,0
0.153,183.84,78.971,Armchair,5,600,0
0.154,183.84,78.971,Armchair,5,600,0
0.155,183.84,78.971,Armchair,5,600,0
0.156,183.84,78.971,Armchair,5,600,0
0.157,183.84,78.971,Armchair,5,600,0
0.158,183.84,78.971,Armchair,5,600,0
0.159,183.84,78.971,Armchair,5,600,0
0.16,183.84,78.971,Armchair,5,600,0
0.161,183.84,78.971,Armchair,5,600,0
0.162,183.84,78.971,Armchair,5,600,0
0.163,183.84,78.971,Armchair,5,600,0
0.164,183.84,78.971,Armchair,5,600,0
0.165,183.84,78.971,Armchair,5,600,0
0.166,183.84,78.971,Armchair,5,600,0
0.167,183.84,78.971,Armchair,5,600,0
0.168,183.84,78.971,Armchair,5,600,0
0.169,183.84,78.971,Armchair,5,600,0
0.17,183.84,78.971,Armchair,5,600,0
0.171,183.84,78.971,Armchair,5,600,0
0.172,183.84,78.971,Armchair,5,600,0
0.173,183.84,78.971,Armchair,5,600,0
0.174,183.84,78.971,Armchair,5,600,0
0.175,183.84,78.971,Armchair,5,600,0
0.176,183.84,78.971,Armchair,5,600,0
0.177,183.84,78.971,Armchair,5,600,0
0.178,183.84,78.971,Armchair,5,600,0
0.179,183.84,78.971,Armchair,5,600,0
0.18,183.84,78.971,Armchair,5,600,0
0.181,183.84,78.971,Armchair,5,600,0
0.182,183.84,78.971,Armchair,5,600,0
0.183,183.84,78.971,Armchair,5,600,0
0.184,183.84,78.971,Armchair,5,600,0
0.185,183.84,78.971,Armchair,5,600,0
0.186,183.84,78.971,Armchair,5,600,0
0.187,183.84,78.971,Armchair,5,600,0
0.188,183.84,78.971,Armchair,5,600,0
0.189,183.84,78.971,Armchair,5,600,0
0.19,183.84,78.971,Armchair,5,600,0
0.191,183.84,78.971,Armchair,5,600,0
0.192,183.84,78.971,Armchair,5,600,0
0.193,183.84,78.971,Armchair,5,600,0
0.194,183.84,78.971,Armchair,5,600,0
0.195,183.84,78.971,Armchair,5,600,0
0.196,183.84,78.971,Armchair,5,600,0
0.197,183.84,78.971,Armchair,5,600,0
0.198,183.84,78.971,Armchair,5,600,0
0.199,183.84,78.971,Armchair,5,600,0
0.2,183.84,78.971,Armchair,5,600,0
0.201,183.84,78.971,Armchair,5,600,0
0.202,183.84,78.971,Armchair,5,600,0
0.203,183.84,78.971,Armchair,5,600,0
0.204,183.84,78.971,Armchair,5,600,0
0.205,183.84,78.971,Armchair,5,600,0
0.206,183.84,78.971,Armchair,5,600,0
0.207,183.84,78.971,Armchair,5,600,0
0.208,183.84,78.971,Armchair,5,600,0
0.209,183.84,78.971,Armchair,5,600,0
0.21,183.84,78.971,Armchair,5,600,0
0.211,183.84,78.971,Armchair,5,600,0
0.212,183.84,78.971,Armchair,5,600,0
0.213,183.84,78.971,Armchair,5,600,0
0.214,183.84,78.971,Armchair,5,600,0
0.215,183.84,78.971,Armchair,5,600,0
0.216,183.84,78.971,Armchair,5,600,0
0.217,183.84,78.971,Armchair,5,600,0
0.218,183.84,78.971,Armchair,5,600,0
0.219,183.84,78.971,Armchair,5,600,0
0.22,183.84,78.971,Armchair,5,600,0
0.221,183.84,78.971,Armchair,5,600,0
0.222,183.84,78.971,Armchair,5,600,0
0.223,183.84,78.971,Armchair,5,600,0
0.224,183.84,78.971,Armchair,5,600,0
0.225,183.84,78.971,Armchair,5,600,0
0.226,183.84,78.971,Armchair,5,600,0
0.227,183.84,78.971,Armchair,5,600,0
0.228,183.84,78.971,Armchair,5,600,0
0.229,183.84,78.971,Armchair,5,600,0
0.23,183.84,78.971,Armchair,5,600,0
0.231,183.84,78.971,Armchair,5,600,0
0.232,183.84,78.971,Armchair,5,600,0
0.233,183.84,78.971,Armchair,5,600,0
0.234,183.84,78.971,Armchair,5,600,0
0.235,183.84,78.971,Armchair,5,600,0
0.236,183.84,78.971,Armchair,5,600,0
0.237,183.84,78.971,Armchair,5,600,0
0.238,183.84,78.971,Armchair,5,600,0
0.239,183.84,78.971,Armchair,5,600,0
0.24,183.84,78.971,Armchair,5,600,0
0.241,183.84,78.971,Armchair,5,600,0
0.242,183.84,78.971,Armchair,5,600,0
0.243,183.84,78.971,Armchair,5,600,0
0.244,183.84,78.971,Armchair,5,600,0
0.245,183.84,78.971,Armchair,5,600,0
0.246,183.84,78.971,Armchair,5,600,0
0.247,183.84,78.971,Armchair,5,600,0
0.248,183.84,78.971,Armchair,5,600,0
0.249,183.84,78.971,Armchair,5,600,0
0.25,183.84,78.971,Armchair,5,600,0
0.251,183.84,78.971,Armchair,5,600,0
0.252,183.84,78.971,Armchair,5,600,0
0.253,183.84,78.971,Armchair,5,600,0
0.254,183.84,78.971,Armchair,5,600,0
0.255,183.84,78.971,Armchair,5,600,0
0.256,183.84,78.971,Armchair,5,600,0
0.257,183.84,78.971,Armchair,5,600,0
0.258,183.84,78.971,Armchair,5,600,0
0.259,183.84,78.971,Armchair,5,600,0
0.26,183.84,78.971,Armchair,5,600,0
0.261,183.84,78.971,Armchair,5,600,0
0.262,183.84,78.971,Armchair,5,600,0
0.263,183.84,78.971,Armchair,5,600,0
0.264,183.84,78.971,Armchair,5,600,0
0.265,183.84,78.971,Armchair,5,600,0
0.266,183.84,78.971,Armchair,5,600,0
0.267,183.84,78.971,Armchair,5,600,0
0.268,183.84,78.971,Armchair,5,600,0
0.269,183.84,78.971,Armchair,5,600,0
0.27,183.84,78.971,Armchair,5,600,0
0.271,183.84,78.971,Armchair,5,600,0
0.272,183.84,78.971,Armchair,5,600,0
0.273,183.84,78.971,Armchair,5,600,0
0.274,183.84,78.971,Armchair,5,600,0
0.275,183.84,78.971,Armchair,5,600,0
0.276,183.84,78.971,Armchair,5,600,0
0.277,183.84,78.971,Armchair,5,600,0
0.278,183.84,78.971,Armchair,5,600,0
0.279,183.84,78.971,Armchair,5,600,0
0.28,183.84,78.971,Armchair,5,600,0
0.281,183.84,78.971,Armchair,5,600,0
0.282,183.84,78.971,Armchair,5,600,0
0.283,183.84,78.971,Armchair,5,600,0
0.284,183.84,78.971,Armchair,5,600,0
0.285,183.84,78.971,Armchair,5,600,0
0.286,183.84,78.971,Armchair,5,600,0
0.287,183.84,78.971,Armchair,5,600,0
0.288,183.84,78.971,Armchair,5,600,0
0.289,183.84,78.971,Armchair,5,600,0
0.29,183.84,78.971,Armchair,5,600,0
0.291,183.84,78.971,Armchair,5,600,0
0.292,183.84,78.971,Armchair,5,600,0
0.293,183.84,78.971,Armchair,5,600,0
0.294,183.84,78.971,Armchair,5,600,0
0.295,183.84,78.971,Armchair,5,600,0
0.296,183.84,78.971,Armchair,5,600,0
0.297,183.84,78.971,Armchair,5,600,0
0.298,183.84,78.971,Armchair,5,600,0
0.299,183.84,78.971,Armchair,5,600,0
0.3,183.84,78.971,Armchair,5,600,0
0,183.84,78.971,zigzag,0,100,0
0.001,183.84,78.971,zigzag,0,100,0.131382805
0.002,183.84,78.971,zigzag,0,100,0.245497366
0.003,183.84,78.971,zigzag,0,100,0.378959813
0.004,183.84,78.971,zigzag,0,100,0.518018422
0.005,183.84,78.971,zigzag,0,100,0.631211877
0.006,183.84,78.971,zigzag,0,100,0.763205584
0.007,183.84,78.971,zigzag,0,100,0.897430856
0.008,183.84,78.971,zigzag,0,100,1.013443559
0.009,183.84,78.971,zigzag,0,100,1.144744425
0.01,183.84,78.971,zigzag,0,100,1.270623935
0.011,183.84,78.971,zigzag,0,100,1.383284265
0.012,183.84,78.971,zigzag,0,100,1.516028997
0.013,183.84,78.971,zigzag,0,100,1.632299227
0.014,183.84,78.971,zigzag,0,100,1.750033939
0.015,183.84,78.971,zigzag,0,100,1.882790077
0.016,183.84,78.971,zigzag,0,100,1.99365983
0.017,183.84,78.971,zigzag,0,100,2.119025903
0.018,183.84,78.971,zigzag,0,100,2.241631477
0.019,183.84,78.971,zigzag,0,100,2.355794675
0.02,183.84,78.971,zigzag,0,100,2.487756914
0.021,183.84,78.971,zigzag,0,100,2.599329307
